OTU	Size	Taxonomy	taxname	phylum	family
Otu5553	1	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Ruminococcaceae(100);Hydrogenoanaerobacterium(100);	Otu5553_Hydrogenoanaerobacterium	Firmicutes	Hydrogenoanaerobacterium
Otu5554	1	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Clostridiales_unclassified(100);Clostridiales_unclassified(100);	Otu5554_Clostridiales_unclassified	Firmicutes	Clostridiales_unclassified
Otu5555	1	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Clostridiales_unclassified(100);Clostridiales_unclassified(100);	Otu5555_Clostridiales_unclassified	Firmicutes	Clostridiales_unclassified
Otu5556	1	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Lachnospiraceae(100);Lachnospiraceae_unclassified(100);	Otu5556_Lachnospiraceae_unclassified	Firmicutes	Lachnospiraceae_unclassified
Otu5557	1	Bacteria(100);Firmicutes(100);Bacilli(100);Bacillales(100);Listeriaceae(100);Listeria(100);	Otu5557_Listeria	Firmicutes	Listeria
Otu5558	1	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Lachnospiraceae(100);Lachnospiraceae_unclassified(100);	Otu5558_Lachnospiraceae_unclassified	Firmicutes	Lachnospiraceae_unclassified
Otu5559	1	Bacteria(100);Firmicutes(100);Bacilli(100);Bacillales(100);Bacillaceae(100);Bacillus(100);	Otu5559_Bacillus	Firmicutes	Bacillus
Otu5560	1	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Lachnospiraceae(100);Lachnospiraceae_unclassified(100);	Otu5560_Lachnospiraceae_unclassified	Firmicutes	Lachnospiraceae_unclassified
Otu5561	1	Bacteria(100);Firmicutes(100);Bacilli(100);Bacillales(100);Bacillales_unclassified(100);Bacillales_unclassified(100);	Otu5561_Bacillales_unclassified	Firmicutes	Bacillales_unclassified
Otu5562	1	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Lachnospiraceae(100);Lachnospiraceae_unclassified(100);	Otu5562_Lachnospiraceae_unclassified	Firmicutes	Lachnospiraceae_unclassified
Otu5563	1	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Lachnospiraceae(100);Lachnospiraceae_unclassified(100);	Otu5563_Lachnospiraceae_unclassified	Firmicutes	Lachnospiraceae_unclassified
Otu5564	1	Bacteria(100);Proteobacteria(100);Gammaproteobacteria(100);Enterobacteriales(100);Enterobacteriaceae(100);Enterobacteriaceae_unclassified(100);	Otu5564_Enterobacteriaceae_unclassified	Proteobacteria	Enterobacteriaceae_unclassified
Otu5565	1	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Ruminococcaceae(100);Hydrogenoanaerobacterium(100);	Otu5565_Hydrogenoanaerobacterium	Firmicutes	Hydrogenoanaerobacterium
Otu5566	1	Bacteria(100);Firmicutes(100);Bacilli(100);Bacillales(100);Staphylococcaceae(100);Staphylococcaceae_unclassified(100);	Otu5566_Staphylococcaceae_unclassified	Firmicutes	Staphylococcaceae_unclassified
Otu5567	1	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Ruminococcaceae(100);Ruminococcaceae_UCG-002(100);	Otu5567_Ruminococcaceae_UCG-002	Firmicutes	Ruminococcaceae_UCG-002
Otu5568	1	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Lachnospiraceae(100);Lachnospiraceae_unclassified(100);	Otu5568_Lachnospiraceae_unclassified	Firmicutes	Lachnospiraceae_unclassified
Otu5569	1	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Lachnospiraceae(100);Lachnospiraceae_unclassified(100);	Otu5569_Lachnospiraceae_unclassified	Firmicutes	Lachnospiraceae_unclassified
Otu5570	1	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Lachnospiraceae(100);Lachnospiraceae_unclassified(100);	Otu5570_Lachnospiraceae_unclassified	Firmicutes	Lachnospiraceae_unclassified
Otu5571	1	Bacteria(100);Firmicutes(100);Bacilli(100);Bacillales(100);Bacillales_unclassified(100);Bacillales_unclassified(100);	Otu5571_Bacillales_unclassified	Firmicutes	Bacillales_unclassified
Otu5572	1	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Lachnospiraceae(100);Lachnospiraceae_unclassified(100);	Otu5572_Lachnospiraceae_unclassified	Firmicutes	Lachnospiraceae_unclassified
Otu5573	1	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Ruminococcaceae(100);Ruminococcaceae_unclassified(100);	Otu5573_Ruminococcaceae_unclassified	Firmicutes	Ruminococcaceae_unclassified
Otu5574	1	Bacteria(100);Firmicutes(100);Bacilli(100);Bacillales(100);Bacillales_unclassified(100);Bacillales_unclassified(100);	Otu5574_Bacillales_unclassified	Firmicutes	Bacillales_unclassified
Otu5575	1	Bacteria(100);Firmicutes(100);Bacilli(100);Bacillales(100);Bacillales_unclassified(100);Bacillales_unclassified(100);	Otu5575_Bacillales_unclassified	Firmicutes	Bacillales_unclassified
Otu5576	1	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Lachnospiraceae(100);Lachnospiraceae_unclassified(100);	Otu5576_Lachnospiraceae_unclassified	Firmicutes	Lachnospiraceae_unclassified
Otu5577	1	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Lachnospiraceae(100);Lachnospiraceae_unclassified(100);	Otu5577_Lachnospiraceae_unclassified	Firmicutes	Lachnospiraceae_unclassified
Otu5578	1	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Clostridiales_unclassified(100);Clostridiales_unclassified(100);	Otu5578_Clostridiales_unclassified	Firmicutes	Clostridiales_unclassified
Otu5579	1	Bacteria(100);Firmicutes(100);Bacilli(100);Bacillales(100);Bacillales_unclassified(100);Bacillales_unclassified(100);	Otu5579_Bacillales_unclassified	Firmicutes	Bacillales_unclassified
Otu5580	1	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Lachnospiraceae(100);Lachnospiraceae_unclassified(100);	Otu5580_Lachnospiraceae_unclassified	Firmicutes	Lachnospiraceae_unclassified
Otu5581	1	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Ruminococcaceae(100);Ruminococcaceae_unclassified(100);	Otu5581_Ruminococcaceae_unclassified	Firmicutes	Ruminococcaceae_unclassified
Otu5582	1	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Ruminococcaceae(100);Ruminococcaceae_unclassified(100);	Otu5582_Ruminococcaceae_unclassified	Firmicutes	Ruminococcaceae_unclassified
Otu5583	1	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Lachnospiraceae(100);Lachnospiraceae_unclassified(100);	Otu5583_Lachnospiraceae_unclassified	Firmicutes	Lachnospiraceae_unclassified
Otu5584	1	Bacteria(100);Firmicutes(100);Bacilli(100);Bacillales(100);Staphylococcaceae(100);Staphylococcus(100);	Otu5584_Staphylococcus	Firmicutes	Staphylococcus
Otu5585	1	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Clostridiales_unclassified(100);Clostridiales_unclassified(100);	Otu5585_Clostridiales_unclassified	Firmicutes	Clostridiales_unclassified
Otu5586	1	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Lachnospiraceae(100);Butyrivibrio(100);	Otu5586_Butyrivibrio	Firmicutes	Butyrivibrio
Otu5587	1	Bacteria(100);Firmicutes(100);Bacilli(100);Bacillales(100);Planococcaceae(100);Planococcaceae_unclassified(100);	Otu5587_Planococcaceae_unclassified	Firmicutes	Planococcaceae_unclassified
Otu5588	1	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Lachnospiraceae(100);Lachnospiraceae_unclassified(100);	Otu5588_Lachnospiraceae_unclassified	Firmicutes	Lachnospiraceae_unclassified
Otu5589	1	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Ruminococcaceae(100);Ruminococcus_1(100);	Otu5589_Ruminococcus	Firmicutes	Ruminococcus
Otu5590	1	Bacteria(100);Proteobacteria(100);Gammaproteobacteria(100);Enterobacteriales(100);Enterobacteriaceae(100);Enterobacteriaceae_unclassified(100);	Otu5590_Enterobacteriaceae_unclassified	Proteobacteria	Enterobacteriaceae_unclassified
Otu5591	1	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Lachnospiraceae(100);uncultured(100);	Otu5591_uncultured	Firmicutes	uncultured
Otu5592	1	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Lachnospiraceae(100);Incertae_Sedis(100);	Otu5592_Incertae_Sedis	Firmicutes	Incertae_Sedis
Otu5593	1	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Lachnospiraceae(100);uncultured(100);	Otu5593_uncultured	Firmicutes	uncultured
Otu5594	1	Bacteria(100);Firmicutes(100);Bacilli(100);Bacillales(100);Listeriaceae(100);Listeria(100);	Otu5594_Listeria	Firmicutes	Listeria
Otu5595	1	Bacteria(100);Firmicutes(100);Bacilli(100);Bacillales(100);Paenibacillaceae(100);Paenibacillus(100);	Otu5595_Paenibacillus	Firmicutes	Paenibacillus
Otu5596	1	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Lachnospiraceae(100);Lachnospiraceae_unclassified(100);	Otu5596_Lachnospiraceae_unclassified	Firmicutes	Lachnospiraceae_unclassified
Otu5597	1	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Ruminococcaceae(100);Butyricicoccus(100);	Otu5597_Butyricicoccus	Firmicutes	Butyricicoccus
Otu5598	1	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Lachnospiraceae(100);Lachnospiraceae_unclassified(100);	Otu5598_Lachnospiraceae_unclassified	Firmicutes	Lachnospiraceae_unclassified
Otu5599	1	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Lachnospiraceae(100);Lachnospiraceae_unclassified(100);	Otu5599_Lachnospiraceae_unclassified	Firmicutes	Lachnospiraceae_unclassified
Otu5600	1	Bacteria(100);Bacteria_unclassified(100);Bacteria_unclassified(100);Bacteria_unclassified(100);Bacteria_unclassified(100);Bacteria_unclassified(100);	Otu5600_Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified
Otu5601	1	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Ruminococcaceae(100);Caproiciproducens(100);	Otu5601_Caproiciproducens	Firmicutes	Caproiciproducens
Otu5602	1	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Lachnospiraceae(100);Lachnospiraceae_unclassified(100);	Otu5602_Lachnospiraceae_unclassified	Firmicutes	Lachnospiraceae_unclassified
Otu5603	1	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Lachnospiraceae(100);Lachnospiraceae_unclassified(100);	Otu5603_Lachnospiraceae_unclassified	Firmicutes	Lachnospiraceae_unclassified
Otu5604	1	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Lachnospiraceae(100);Lachnospiraceae_unclassified(100);	Otu5604_Lachnospiraceae_unclassified	Firmicutes	Lachnospiraceae_unclassified
Otu5605	1	Bacteria(100);Bacteria_unclassified(100);Bacteria_unclassified(100);Bacteria_unclassified(100);Bacteria_unclassified(100);Bacteria_unclassified(100);	Otu5605_Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified
Otu5606	1	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Lachnospiraceae(100);Lachnospiraceae_unclassified(100);	Otu5606_Lachnospiraceae_unclassified	Firmicutes	Lachnospiraceae_unclassified
Otu5607	1	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Lachnospiraceae(100);uncultured(100);	Otu5607_uncultured	Firmicutes	uncultured
Otu5608	1	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Ruminococcaceae(100);Ruminococcaceae_unclassified(100);	Otu5608_Ruminococcaceae_unclassified	Firmicutes	Ruminococcaceae_unclassified
Otu5609	1	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Lachnospiraceae(100);Lachnospiraceae_unclassified(100);	Otu5609_Lachnospiraceae_unclassified	Firmicutes	Lachnospiraceae_unclassified
Otu5610	1	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Ruminococcaceae(100);Ruminococcaceae_unclassified(100);	Otu5610_Ruminococcaceae_unclassified	Firmicutes	Ruminococcaceae_unclassified
Otu5611	1	Bacteria(100);Bacteria_unclassified(100);Bacteria_unclassified(100);Bacteria_unclassified(100);Bacteria_unclassified(100);Bacteria_unclassified(100);	Otu5611_Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified
Otu5612	1	Bacteria(100);Bacteria_unclassified(100);Bacteria_unclassified(100);Bacteria_unclassified(100);Bacteria_unclassified(100);Bacteria_unclassified(100);	Otu5612_Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified
Otu5613	1	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Lachnospiraceae(100);Lachnospiraceae_UCG-006(100);	Otu5613_Lachnospiraceae_UCG-006	Firmicutes	Lachnospiraceae_UCG-006
Otu5614	1	Bacteria(100);Bacteria_unclassified(100);Bacteria_unclassified(100);Bacteria_unclassified(100);Bacteria_unclassified(100);Bacteria_unclassified(100);	Otu5614_Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified
Otu5615	1	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Lachnospiraceae(100);Lachnospiraceae_unclassified(100);	Otu5615_Lachnospiraceae_unclassified	Firmicutes	Lachnospiraceae_unclassified
Otu5616	1	Bacteria(100);Bacteria_unclassified(100);Bacteria_unclassified(100);Bacteria_unclassified(100);Bacteria_unclassified(100);Bacteria_unclassified(100);	Otu5616_Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified
Otu5617	1	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Clostridiales_unclassified(100);Clostridiales_unclassified(100);	Otu5617_Clostridiales_unclassified	Firmicutes	Clostridiales_unclassified
Otu5618	1	Bacteria(100);Bacteria_unclassified(100);Bacteria_unclassified(100);Bacteria_unclassified(100);Bacteria_unclassified(100);Bacteria_unclassified(100);	Otu5618_Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified
Otu5619	1	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Lachnospiraceae(100);Lachnospiraceae_unclassified(100);	Otu5619_Lachnospiraceae_unclassified	Firmicutes	Lachnospiraceae_unclassified
Otu5620	1	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Lachnospiraceae(100);Lachnospiraceae_unclassified(100);	Otu5620_Lachnospiraceae_unclassified	Firmicutes	Lachnospiraceae_unclassified
Otu5621	1	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Lachnospiraceae(100);Lachnospiraceae_unclassified(100);	Otu5621_Lachnospiraceae_unclassified	Firmicutes	Lachnospiraceae_unclassified
Otu5622	1	Bacteria(100);Firmicutes(100);Bacilli(100);Bacillales(100);Listeriaceae(100);Listeria(100);	Otu5622_Listeria	Firmicutes	Listeria
Otu5623	1	Bacteria(100);Firmicutes(100);Bacilli(100);Bacillales(100);Listeriaceae(100);Listeria(100);	Otu5623_Listeria	Firmicutes	Listeria
Otu5624	1	Bacteria(100);Firmicutes(100);Bacilli(100);Bacillales(100);Bacillaceae(100);Bacillaceae_unclassified(100);	Otu5624_Bacillaceae_unclassified	Firmicutes	Bacillaceae_unclassified
Otu5625	1	Bacteria(100);Firmicutes(100);Bacilli(100);Bacillales(100);Bacillaceae(100);Bacillus(100);	Otu5625_Bacillus	Firmicutes	Bacillus
Otu5626	1	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Lachnospiraceae(100);Lachnospiraceae_unclassified(100);	Otu5626_Lachnospiraceae_unclassified	Firmicutes	Lachnospiraceae_unclassified
Otu5627	1	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Lachnospiraceae(100);Lachnospiraceae_unclassified(100);	Otu5627_Lachnospiraceae_unclassified	Firmicutes	Lachnospiraceae_unclassified
Otu5628	1	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Lachnospiraceae(100);uncultured(100);	Otu5628_uncultured	Firmicutes	uncultured
Otu5629	1	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Lachnospiraceae(100);Lachnospiraceae_unclassified(100);	Otu5629_Lachnospiraceae_unclassified	Firmicutes	Lachnospiraceae_unclassified
Otu5630	1	Bacteria(100);Firmicutes(100);Bacilli(100);Bacillales(100);Bacillaceae(100);Bacillus(100);	Otu5630_Bacillus	Firmicutes	Bacillus
Otu5631	1	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Clostridiales_unclassified(100);Clostridiales_unclassified(100);	Otu5631_Clostridiales_unclassified	Firmicutes	Clostridiales_unclassified
Otu5632	1	Bacteria(100);Firmicutes(100);Bacilli(100);Bacillales(100);Staphylococcaceae(100);Staphylococcus(100);	Otu5632_Staphylococcus	Firmicutes	Staphylococcus
Otu5633	1	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Ruminococcaceae(100);Ruminococcaceae_unclassified(100);	Otu5633_Ruminococcaceae_unclassified	Firmicutes	Ruminococcaceae_unclassified
Otu5634	1	Bacteria(100);Firmicutes(100);Bacilli(100);Bacillales(100);Staphylococcaceae(100);Staphylococcaceae_unclassified(100);	Otu5634_Staphylococcaceae_unclassified	Firmicutes	Staphylococcaceae_unclassified
Otu5635	1	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Lachnospiraceae(100);Lachnospiraceae_unclassified(100);	Otu5635_Lachnospiraceae_unclassified	Firmicutes	Lachnospiraceae_unclassified
Otu5636	1	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Lachnospiraceae(100);Lachnoclostridium(100);	Otu5636_Lachnoclostridium	Firmicutes	Lachnoclostridium
Otu5637	1	Bacteria(100);Bacteria_unclassified(100);Bacteria_unclassified(100);Bacteria_unclassified(100);Bacteria_unclassified(100);Bacteria_unclassified(100);	Otu5637_Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified
Otu5638	1	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Lachnospiraceae(100);Lachnospiraceae_unclassified(100);	Otu5638_Lachnospiraceae_unclassified	Firmicutes	Lachnospiraceae_unclassified
Otu5639	1	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Lachnospiraceae(100);Lachnospiraceae_unclassified(100);	Otu5639_Lachnospiraceae_unclassified	Firmicutes	Lachnospiraceae_unclassified
Otu5640	1	Bacteria(100);Firmicutes(100);Firmicutes_unclassified(100);Firmicutes_unclassified(100);Firmicutes_unclassified(100);Firmicutes_unclassified(100);	Otu5640_Firmicutes_unclassified	Firmicutes	Firmicutes_unclassified
Otu5641	1	Bacteria(100);Firmicutes(100);Firmicutes_unclassified(100);Firmicutes_unclassified(100);Firmicutes_unclassified(100);Firmicutes_unclassified(100);	Otu5641_Firmicutes_unclassified	Firmicutes	Firmicutes_unclassified
Otu5642	1	Bacteria(100);Firmicutes(100);Firmicutes_unclassified(100);Firmicutes_unclassified(100);Firmicutes_unclassified(100);Firmicutes_unclassified(100);	Otu5642_Firmicutes_unclassified	Firmicutes	Firmicutes_unclassified
Otu5643	1	Bacteria(100);Firmicutes(100);Firmicutes_unclassified(100);Firmicutes_unclassified(100);Firmicutes_unclassified(100);Firmicutes_unclassified(100);	Otu5643_Firmicutes_unclassified	Firmicutes	Firmicutes_unclassified
Otu5644	1	Bacteria(100);Firmicutes(100);Firmicutes_unclassified(100);Firmicutes_unclassified(100);Firmicutes_unclassified(100);Firmicutes_unclassified(100);	Otu5644_Firmicutes_unclassified	Firmicutes	Firmicutes_unclassified
Otu5645	1	Bacteria(100);Firmicutes(100);Firmicutes_unclassified(100);Firmicutes_unclassified(100);Firmicutes_unclassified(100);Firmicutes_unclassified(100);	Otu5645_Firmicutes_unclassified	Firmicutes	Firmicutes_unclassified
Otu5646	1	Bacteria(100);Firmicutes(100);Firmicutes_unclassified(100);Firmicutes_unclassified(100);Firmicutes_unclassified(100);Firmicutes_unclassified(100);	Otu5646_Firmicutes_unclassified	Firmicutes	Firmicutes_unclassified
Otu5647	1	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Lachnospiraceae(100);Lachnospiraceae_unclassified(100);	Otu5647_Lachnospiraceae_unclassified	Firmicutes	Lachnospiraceae_unclassified
Otu5648	1	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Clostridiales_unclassified(100);Clostridiales_unclassified(100);	Otu5648_Clostridiales_unclassified	Firmicutes	Clostridiales_unclassified
Otu5649	1	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Lachnospiraceae(100);Lachnospiraceae_unclassified(100);	Otu5649_Lachnospiraceae_unclassified	Firmicutes	Lachnospiraceae_unclassified
Otu5650	1	Bacteria(100);Firmicutes(100);Firmicutes_unclassified(100);Firmicutes_unclassified(100);Firmicutes_unclassified(100);Firmicutes_unclassified(100);	Otu5650_Firmicutes_unclassified	Firmicutes	Firmicutes_unclassified
Otu5651	1	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Ruminococcaceae(100);Oscillospira(100);	Otu5651_Oscillospira	Firmicutes	Oscillospira
Otu5652	1	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Lachnospiraceae(100);Lachnospiraceae_unclassified(100);	Otu5652_Lachnospiraceae_unclassified	Firmicutes	Lachnospiraceae_unclassified
Otu5653	1	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Lachnospiraceae(100);Lachnospiraceae_unclassified(100);	Otu5653_Lachnospiraceae_unclassified	Firmicutes	Lachnospiraceae_unclassified
Otu5654	1	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Lachnospiraceae(100);Lachnospiraceae_unclassified(100);	Otu5654_Lachnospiraceae_unclassified	Firmicutes	Lachnospiraceae_unclassified
Otu5655	1	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Lachnospiraceae(100);Lachnospiraceae_unclassified(100);	Otu5655_Lachnospiraceae_unclassified	Firmicutes	Lachnospiraceae_unclassified
Otu5656	1	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Lachnospiraceae(100);Lachnospiraceae_unclassified(100);	Otu5656_Lachnospiraceae_unclassified	Firmicutes	Lachnospiraceae_unclassified
Otu5657	1	Bacteria(100);Firmicutes(100);Firmicutes_unclassified(100);Firmicutes_unclassified(100);Firmicutes_unclassified(100);Firmicutes_unclassified(100);	Otu5657_Firmicutes_unclassified	Firmicutes	Firmicutes_unclassified
Otu5658	1	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Lachnospiraceae(100);Lachnospiraceae_unclassified(100);	Otu5658_Lachnospiraceae_unclassified	Firmicutes	Lachnospiraceae_unclassified
Otu5659	1	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Ruminococcaceae(100);Ruminiclostridium_6(100);	Otu5659_Ruminiclostridium_6	Firmicutes	Ruminiclostridium_6
Otu5660	1	Bacteria(100);Firmicutes(100);Firmicutes_unclassified(100);Firmicutes_unclassified(100);Firmicutes_unclassified(100);Firmicutes_unclassified(100);	Otu5660_Firmicutes_unclassified	Firmicutes	Firmicutes_unclassified
Otu5661	1	Bacteria(100);Actinobacteria(100);Actinobacteria(100);Bifidobacteriales(100);Bifidobacteriaceae(100);Bifidobacterium(100);	Otu5661_Bifidobacterium	Actinobacteria	Bifidobacterium
Otu5662	1	Bacteria(100);Actinobacteria(100);Actinobacteria(100);Bifidobacteriales(100);Bifidobacteriaceae(100);Bifidobacterium(100);	Otu5662_Bifidobacterium	Actinobacteria	Bifidobacterium
Otu5663	1	Bacteria(100);Actinobacteria(100);Actinobacteria(100);Bifidobacteriales(100);Bifidobacteriaceae(100);Bifidobacterium(100);	Otu5663_Bifidobacterium	Actinobacteria	Bifidobacterium
Otu5664	1	Bacteria(100);Actinobacteria(100);Actinobacteria(100);Bifidobacteriales(100);Bifidobacteriaceae(100);Bifidobacterium(100);	Otu5664_Bifidobacterium	Actinobacteria	Bifidobacterium
Otu5665	1	Bacteria(100);Firmicutes(100);Firmicutes_unclassified(100);Firmicutes_unclassified(100);Firmicutes_unclassified(100);Firmicutes_unclassified(100);	Otu5665_Firmicutes_unclassified	Firmicutes	Firmicutes_unclassified
Otu5666	1	Bacteria(100);Firmicutes(100);Firmicutes_unclassified(100);Firmicutes_unclassified(100);Firmicutes_unclassified(100);Firmicutes_unclassified(100);	Otu5666_Firmicutes_unclassified	Firmicutes	Firmicutes_unclassified
Otu5667	1	Bacteria(100);Firmicutes(100);Firmicutes_unclassified(100);Firmicutes_unclassified(100);Firmicutes_unclassified(100);Firmicutes_unclassified(100);	Otu5667_Firmicutes_unclassified	Firmicutes	Firmicutes_unclassified
Otu5668	1	Bacteria(100);Firmicutes(100);Firmicutes_unclassified(100);Firmicutes_unclassified(100);Firmicutes_unclassified(100);Firmicutes_unclassified(100);	Otu5668_Firmicutes_unclassified	Firmicutes	Firmicutes_unclassified
Otu5669	1	Bacteria(100);Firmicutes(100);Firmicutes_unclassified(100);Firmicutes_unclassified(100);Firmicutes_unclassified(100);Firmicutes_unclassified(100);	Otu5669_Firmicutes_unclassified	Firmicutes	Firmicutes_unclassified
Otu5670	1	Bacteria(100);Firmicutes(100);Firmicutes_unclassified(100);Firmicutes_unclassified(100);Firmicutes_unclassified(100);Firmicutes_unclassified(100);	Otu5670_Firmicutes_unclassified	Firmicutes	Firmicutes_unclassified
Otu5671	1	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Ruminococcaceae(100);Ruminococcaceae_unclassified(100);	Otu5671_Ruminococcaceae_unclassified	Firmicutes	Ruminococcaceae_unclassified
Otu5672	1	Bacteria(100);Firmicutes(100);Firmicutes_unclassified(100);Firmicutes_unclassified(100);Firmicutes_unclassified(100);Firmicutes_unclassified(100);	Otu5672_Firmicutes_unclassified	Firmicutes	Firmicutes_unclassified
Otu5673	1	Bacteria(100);Firmicutes(100);Firmicutes_unclassified(100);Firmicutes_unclassified(100);Firmicutes_unclassified(100);Firmicutes_unclassified(100);	Otu5673_Firmicutes_unclassified	Firmicutes	Firmicutes_unclassified
Otu5674	1	Bacteria(100);Firmicutes(100);Firmicutes_unclassified(100);Firmicutes_unclassified(100);Firmicutes_unclassified(100);Firmicutes_unclassified(100);	Otu5674_Firmicutes_unclassified	Firmicutes	Firmicutes_unclassified
Otu5675	1	Bacteria(100);Firmicutes(100);Firmicutes_unclassified(100);Firmicutes_unclassified(100);Firmicutes_unclassified(100);Firmicutes_unclassified(100);	Otu5675_Firmicutes_unclassified	Firmicutes	Firmicutes_unclassified
Otu5676	1	Bacteria(100);Firmicutes(100);Firmicutes_unclassified(100);Firmicutes_unclassified(100);Firmicutes_unclassified(100);Firmicutes_unclassified(100);	Otu5676_Firmicutes_unclassified	Firmicutes	Firmicutes_unclassified
Otu5677	1	Bacteria(100);Firmicutes(100);Firmicutes_unclassified(100);Firmicutes_unclassified(100);Firmicutes_unclassified(100);Firmicutes_unclassified(100);	Otu5677_Firmicutes_unclassified	Firmicutes	Firmicutes_unclassified
Otu5678	1	Bacteria(100);Firmicutes(100);Firmicutes_unclassified(100);Firmicutes_unclassified(100);Firmicutes_unclassified(100);Firmicutes_unclassified(100);	Otu5678_Firmicutes_unclassified	Firmicutes	Firmicutes_unclassified
