OTU	Size	Taxonomy	taxname	phylum	family
Otu0964	17	Bacteria(100);Bacteroidetes(100);Bacteroidia(100);Bacteroidales(100);Bacteroidales_S24-7_group(77);Bacteroidales_S24-7_group_ge(77);	Otu0964_Bacteroidales_S24-7_group_ge	Bacteroidetes	Bacteroidales_S24-7_group_ge
Otu0965	17	Bacteria(100);Bacteroidetes(100);Bacteroidia(100);Bacteroidales(100);Bacteroidales_S24-7_group(100);Bacteroidales_S24-7_group_ge(100);	Otu0965_Bacteroidales_S24-7_group_ge	Bacteroidetes	Bacteroidales_S24-7_group_ge
Otu0966	17	Bacteria(100);Actinobacteria(100);Actinobacteria(100);Micrococcales(100);Microbacteriaceae(100);Curtobacterium(83);	Otu0966_Curtobacterium	Actinobacteria	Curtobacterium
Otu0967	17	Bacteria(100);Bacteroidetes(100);Bacteroidia(100);Bacteroidales(100);Bacteroidaceae(100);Bacteroides(100);	Otu0967_Bacteroides	Bacteroidetes	Bacteroides
Otu0968	17	Bacteria(100);Bacteroidetes(100);Bacteroidia(100);Bacteroidales(100);Bacteroidales_unclassified(53);Bacteroidales_unclassified(53);	Otu0968_Bacteroidales_unclassified	Bacteroidetes	Bacteroidales_unclassified
Otu0969	17	Bacteria(100);Bacteroidetes(100);Bacteroidia(100);Bacteroidales(100);Bacteroidales_S24-7_group(100);Bacteroidales_S24-7_group_ge(100);	Otu0969_Bacteroidales_S24-7_group_ge	Bacteroidetes	Bacteroidales_S24-7_group_ge
Otu0970	17	Bacteria(100);Bacteroidetes(100);Bacteroidia(100);Bacteroidales(100);Bacteroidales_S24-7_group(100);Bacteroidales_S24-7_group_ge(100);	Otu0970_Bacteroidales_S24-7_group_ge	Bacteroidetes	Bacteroidales_S24-7_group_ge
Otu0971	17	Bacteria(100);Bacteroidetes(100);Bacteroidia(100);Bacteroidales(100);Bacteroidales_S24-7_group(100);Bacteroidales_S24-7_group_ge(100);	Otu0971_Bacteroidales_S24-7_group_ge	Bacteroidetes	Bacteroidales_S24-7_group_ge
Otu0972	17	Bacteria(100);Bacteroidetes(100);Bacteroidia(100);Bacteroidales(100);Bacteroidales_S24-7_group(100);Bacteroidales_S24-7_group_ge(100);	Otu0972_Bacteroidales_S24-7_group_ge	Bacteroidetes	Bacteroidales_S24-7_group_ge
Otu0973	16	Bacteria(100);Bacteroidetes(100);Bacteroidia(100);Bacteroidales(100);Bacteroidales_S24-7_group(100);Bacteroidales_S24-7_group_ge(100);	Otu0973_Bacteroidales_S24-7_group_ge	Bacteroidetes	Bacteroidales_S24-7_group_ge
Otu0974	16	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Lachnospiraceae(100);Lachnospiraceae_unclassified(100);	Otu0974_Lachnospiraceae_unclassified	Firmicutes	Lachnospiraceae_unclassified
Otu0975	16	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Lachnospiraceae(100);Lachnospiraceae_unclassified(57);	Otu0975_Lachnospiraceae_unclassified	Firmicutes	Lachnospiraceae_unclassified
Otu0976	16	Bacteria(100);Firmicutes(100);Bacilli(100);Bacillales(100);Bacillales_unclassified(63);Bacillales_unclassified(63);	Otu0976_Bacillales_unclassified	Firmicutes	Bacillales_unclassified
Otu0977	16	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Peptostreptococcaceae(63);Terrisporobacter(63);	Otu0977_Terrisporobacter	Firmicutes	Terrisporobacter
Otu0978	16	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Lachnospiraceae(100);uncultured(100);	Otu0978_uncultured	Firmicutes	uncultured
Otu0979	16	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Clostridiales_unclassified(100);Clostridiales_unclassified(100);	Otu0979_Clostridiales_unclassified	Firmicutes	Clostridiales_unclassified
Otu0980	16	Bacteria(100);Bacteria_unclassified(100);Bacteria_unclassified(100);Bacteria_unclassified(100);Bacteria_unclassified(100);Bacteria_unclassified(100);	Otu0980_Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified
Otu0981	16	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Lachnospiraceae(100);Lachnospiraceae_unclassified(88);	Otu0981_Lachnospiraceae_unclassified	Firmicutes	Lachnospiraceae_unclassified
Otu0982	16	Bacteria(100);Bacteria_unclassified(100);Bacteria_unclassified(100);Bacteria_unclassified(100);Bacteria_unclassified(100);Bacteria_unclassified(100);	Otu0982_Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified
Otu0983	16	Bacteria(100);Bacteroidetes(100);Bacteroidia(100);Bacteroidales(100);Bacteroidales_S24-7_group(100);Bacteroidales_S24-7_group_ge(100);	Otu0983_Bacteroidales_S24-7_group_ge	Bacteroidetes	Bacteroidales_S24-7_group_ge
Otu0984	16	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Lachnospiraceae(100);Lachnospiraceae_unclassified(100);	Otu0984_Lachnospiraceae_unclassified	Firmicutes	Lachnospiraceae_unclassified
Otu0985	16	Bacteria(100);Bacteroidetes(100);Bacteroidia(100);Bacteroidales(100);Bacteroidales_S24-7_group(100);Bacteroidales_S24-7_group_ge(100);	Otu0985_Bacteroidales_S24-7_group_ge	Bacteroidetes	Bacteroidales_S24-7_group_ge
Otu0986	16	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Lachnospiraceae(100);Lachnospiraceae_unclassified(88);	Otu0986_Lachnospiraceae_unclassified	Firmicutes	Lachnospiraceae_unclassified
Otu0987	16	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Family_XIII(100);Family_XIII_ge(100);	Otu0987_Family_XIII_ge	Firmicutes	Family_XIII_ge
Otu0988	16	Bacteria(100);Verrucomicrobia(100);Verrucomicrobiae(100);Verrucomicrobiales(100);Verrucomicrobiaceae(69);Verrucomicrobiaceae_unclassified(57);	Otu0988_Verrucomicrobiaceae_unclassified	Verrucomicrobia	Verrucomicrobiaceae_unclassified
Otu0989	16	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Clostridiales_unclassified(75);Clostridiales_unclassified(75);	Otu0989_Clostridiales_unclassified	Firmicutes	Clostridiales_unclassified
Otu0990	16	Bacteria(100);Bacteroidetes(100);Bacteroidia(100);Bacteroidales(100);Bacteroidales_S24-7_group(100);Bacteroidales_S24-7_group_ge(100);	Otu0990_Bacteroidales_S24-7_group_ge	Bacteroidetes	Bacteroidales_S24-7_group_ge
Otu0991	16	Bacteria(100);Bacteroidetes(100);Bacteroidia(100);Bacteroidales(100);Bacteroidales_S24-7_group(63);Bacteroidales_S24-7_group_ge(63);	Otu0991_Bacteroidales_S24-7_group_ge	Bacteroidetes	Bacteroidales_S24-7_group_ge
Otu0992	16	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Lachnospiraceae(100);Lachnospiraceae_unclassified(100);	Otu0992_Lachnospiraceae_unclassified	Firmicutes	Lachnospiraceae_unclassified
Otu0993	16	Bacteria(100);Bacteroidetes(100);Bacteroidia(100);Bacteroidales(100);Bacteroidaceae(100);Bacteroides(100);	Otu0993_Bacteroides	Bacteroidetes	Bacteroides
Otu0994	16	Bacteria(100);Bacteroidetes(100);Bacteroidia(100);Bacteroidales(100);Bacteroidales_S24-7_group(100);Bacteroidales_S24-7_group_ge(100);	Otu0994_Bacteroidales_S24-7_group_ge	Bacteroidetes	Bacteroidales_S24-7_group_ge
Otu0995	16	Bacteria(100);Bacteroidetes(100);Bacteroidia(100);Bacteroidales(100);Bacteroidales_S24-7_group(100);Bacteroidales_S24-7_group_ge(100);	Otu0995_Bacteroidales_S24-7_group_ge	Bacteroidetes	Bacteroidales_S24-7_group_ge
Otu0996	16	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Lachnospiraceae(100);Lachnospiraceae_unclassified(100);	Otu0996_Lachnospiraceae_unclassified	Firmicutes	Lachnospiraceae_unclassified
Otu0997	16	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Lachnospiraceae(100);Lachnospiraceae_unclassified(94);	Otu0997_Lachnospiraceae_unclassified	Firmicutes	Lachnospiraceae_unclassified
Otu0998	16	Bacteria(100);Bacteroidetes(100);Bacteroidia(100);Bacteroidales(100);Bacteroidales_S24-7_group(100);Bacteroidales_S24-7_group_ge(100);	Otu0998_Bacteroidales_S24-7_group_ge	Bacteroidetes	Bacteroidales_S24-7_group_ge
Otu0999	16	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Lachnospiraceae(100);Lachnospiraceae_unclassified(100);	Otu0999_Lachnospiraceae_unclassified	Firmicutes	Lachnospiraceae_unclassified
Otu1000	15	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Lachnospiraceae(100);Lachnospiraceae_unclassified(100);	Otu1_Lachnospiraceae_unclassified	Firmicutes	Lachnospiraceae_unclassified
Otu1001	15	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Lachnospiraceae(100);Lachnospiraceae_unclassified(74);	Otu1001_Lachnospiraceae_unclassified	Firmicutes	Lachnospiraceae_unclassified
Otu1002	15	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Lachnospiraceae(100);Lachnospiraceae_unclassified(100);	Otu1002_Lachnospiraceae_unclassified	Firmicutes	Lachnospiraceae_unclassified
Otu1003	15	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Lachnospiraceae(100);Lachnospiraceae_unclassified(87);	Otu1003_Lachnospiraceae_unclassified	Firmicutes	Lachnospiraceae_unclassified
Otu1004	15	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Lachnospiraceae(100);Lachnospiraceae_unclassified(87);	Otu1004_Lachnospiraceae_unclassified	Firmicutes	Lachnospiraceae_unclassified
Otu1005	15	Bacteria(100);Bacteria_unclassified(100);Bacteria_unclassified(100);Bacteria_unclassified(100);Bacteria_unclassified(100);Bacteria_unclassified(100);	Otu1005_Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified
Otu1006	15	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Lachnospiraceae(100);Lachnospiraceae_unclassified(100);	Otu1006_Lachnospiraceae_unclassified	Firmicutes	Lachnospiraceae_unclassified
Otu1007	15	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Lachnospiraceae(100);Lachnospiraceae_unclassified(54);	Otu1007_Lachnospiraceae_unclassified	Firmicutes	Lachnospiraceae_unclassified
Otu1008	15	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Lachnospiraceae(100);Lachnospiraceae_unclassified(94);	Otu1008_Lachnospiraceae_unclassified	Firmicutes	Lachnospiraceae_unclassified
Otu1009	15	Bacteria(100);Bacteroidetes(100);Bacteroidia(100);Bacteroidales(100);Bacteroidales_S24-7_group(100);Bacteroidales_S24-7_group_ge(100);	Otu1009_Bacteroidales_S24-7_group_ge	Bacteroidetes	Bacteroidales_S24-7_group_ge
Otu1010	15	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Lachnospiraceae(100);Lachnospiraceae_unclassified(100);	Otu1010_Lachnospiraceae_unclassified	Firmicutes	Lachnospiraceae_unclassified
Otu1011	15	Bacteria(100);Bacteroidetes(100);Bacteroidia(100);Bacteroidales(100);Bacteroidales_S24-7_group(100);Bacteroidales_S24-7_group_ge(100);	Otu1011_Bacteroidales_S24-7_group_ge	Bacteroidetes	Bacteroidales_S24-7_group_ge
Otu1012	15	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Lachnospiraceae(100);Lachnospiraceae_unclassified(100);	Otu1012_Lachnospiraceae_unclassified	Firmicutes	Lachnospiraceae_unclassified
Otu1013	15	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Lachnospiraceae(100);Lachnospiraceae_unclassified(80);	Otu1013_Lachnospiraceae_unclassified	Firmicutes	Lachnospiraceae_unclassified
Otu1014	15	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Ruminococcaceae(100);Ruminococcaceae_unclassified(100);	Otu1014_Ruminococcaceae_unclassified	Firmicutes	Ruminococcaceae_unclassified
Otu1015	15	Bacteria(100);Bacteroidetes(100);Bacteroidia(100);Bacteroidales(100);Bacteroidales_S24-7_group(100);Bacteroidales_S24-7_group_ge(100);	Otu1015_Bacteroidales_S24-7_group_ge	Bacteroidetes	Bacteroidales_S24-7_group_ge
Otu1016	15	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Lachnospiraceae(100);Lachnospiraceae_unclassified(100);	Otu1016_Lachnospiraceae_unclassified	Firmicutes	Lachnospiraceae_unclassified
Otu1017	15	Bacteria(100);Actinobacteria(100);Coriobacteriia(100);Coriobacteriales(100);Coriobacteriaceae(100);Coriobacteriaceae_unclassified(67);	Otu1017_Coriobacteriaceae_unclassified	Actinobacteria	Coriobacteriaceae_unclassified
Otu1018	15	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Ruminococcaceae(94);Ruminococcaceae_UCG-014(80);	Otu1018_Ruminococcaceae_UCG-014	Firmicutes	Ruminococcaceae_UCG-014
Otu1019	15	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Lachnospiraceae(100);Lachnospiraceae_unclassified(100);	Otu1019_Lachnospiraceae_unclassified	Firmicutes	Lachnospiraceae_unclassified
Otu1020	15	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Lachnospiraceae(100);Lachnospiraceae_unclassified(100);	Otu1020_Lachnospiraceae_unclassified	Firmicutes	Lachnospiraceae_unclassified
Otu1021	15	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Lachnospiraceae(100);Lachnospiraceae_unclassified(87);	Otu1021_Lachnospiraceae_unclassified	Firmicutes	Lachnospiraceae_unclassified
Otu1022	15	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Lachnospiraceae(100);Lachnospiraceae_unclassified(100);	Otu1022_Lachnospiraceae_unclassified	Firmicutes	Lachnospiraceae_unclassified
Otu1023	15	Bacteria(100);Bacteroidetes(100);Bacteroidia(100);Bacteroidales(100);Bacteroidales_S24-7_group(100);Bacteroidales_S24-7_group_ge(100);	Otu1023_Bacteroidales_S24-7_group_ge	Bacteroidetes	Bacteroidales_S24-7_group_ge
Otu1024	15	Bacteria(100);Bacteroidetes(100);Bacteroidetes_unclassified(100);Bacteroidetes_unclassified(100);Bacteroidetes_unclassified(100);Bacteroidetes_unclassified(100);	Otu1024_Bacteroidetes_unclassified	Bacteroidetes	Bacteroidetes_unclassified
Otu1025	15	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Lachnospiraceae(100);Lachnospiraceae_unclassified(100);	Otu1025_Lachnospiraceae_unclassified	Firmicutes	Lachnospiraceae_unclassified
Otu1026	15	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Lachnospiraceae(100);Lachnospiraceae_unclassified(80);	Otu1026_Lachnospiraceae_unclassified	Firmicutes	Lachnospiraceae_unclassified
Otu1027	15	Bacteria(100);Bacteroidetes(100);Bacteroidia(100);Bacteroidales(100);Bacteroidales_S24-7_group(100);Bacteroidales_S24-7_group_ge(100);	Otu1027_Bacteroidales_S24-7_group_ge	Bacteroidetes	Bacteroidales_S24-7_group_ge
Otu1028	15	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Lachnospiraceae(100);Lachnospiraceae_unclassified(100);	Otu1028_Lachnospiraceae_unclassified	Firmicutes	Lachnospiraceae_unclassified
Otu1029	15	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Lachnospiraceae(100);Lachnospiraceae_unclassified(100);	Otu1029_Lachnospiraceae_unclassified	Firmicutes	Lachnospiraceae_unclassified
Otu1030	15	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Ruminococcaceae(87);Ruminococcaceae_unclassified(61);	Otu1030_Ruminococcaceae_unclassified	Firmicutes	Ruminococcaceae_unclassified
Otu1031	15	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Ruminococcaceae(74);Ruminococcaceae_UCG-014(67);	Otu1031_Ruminococcaceae_UCG-014	Firmicutes	Ruminococcaceae_UCG-014
Otu1032	15	Bacteria(100);Bacteroidetes(100);Bacteroidia(100);Bacteroidales(100);Bacteroidales_S24-7_group(100);Bacteroidales_S24-7_group_ge(100);	Otu1032_Bacteroidales_S24-7_group_ge	Bacteroidetes	Bacteroidales_S24-7_group_ge
Otu1033	15	Bacteria(100);Bacteroidetes(100);Bacteroidia(100);Bacteroidales(100);Bacteroidales_S24-7_group(100);Bacteroidales_S24-7_group_ge(100);	Otu1033_Bacteroidales_S24-7_group_ge	Bacteroidetes	Bacteroidales_S24-7_group_ge
